id,customer_id,amount,status,failure_reason
txn_1695,cust_461,11625.77,success,
txn_1696,cust_450,4421.73,success,
txn_1697,cust_435,5771.52,success,
txn_1698,cust_247,9369.61,success,
txn_1699,cust_356,10450.44,success,
txn_1700,cust_448,8496.79,success,
txn_1701,cust_145,7798.59,success,
txn_1702,cust_245,6291.74,success,
txn_1703,cust_430,8157.1,failed,invalid_card
txn_1704,cust_139,12931.52,success,
txn_1705,cust_442,5965.15,failed,network_timeout
txn_1706,cust_462,541.59,success,
txn_1707,cust_205,10016.09,success,
txn_1708,cust_198,10855.5,failed,suspected_fraud
txn_1709,cust_151,9159.27,success,
txn_1710,cust_322,12049.21,success,
txn_1711,cust_238,10600.55,success,
txn_1712,cust_264,10563.58,success,
txn_1713,cust_132,8024.62,success,
txn_1714,cust_220,7012.7,success,
txn_1715,cust_169,1123.25,success,
txn_1716,cust_305,14182.55,success,
txn_1717,cust_331,7769.61,success,
txn_1718,cust_142,6595.22,failed,suspected_fraud
txn_1719,cust_342,4034.36,success,
txn_1720,cust_439,11368.87,success,
txn_1721,cust_384,11464.65,success,
txn_1722,cust_479,11004.78,failed,suspected_fraud
txn_1723,cust_211,5752.11,success,
txn_1724,cust_308,6982.2,success,
txn_1725,cust_497,6233.29,success,
txn_1726,cust_383,3422.46,failed,insufficient_balance
txn_1727,cust_152,803.5,success,
txn_1728,cust_137,6106.52,success,
txn_1729,cust_500,12358.89,success,
txn_1730,cust_493,11597.85,success,
txn_1731,cust_379,5803.46,success,
txn_1732,cust_465,877.92,success,
txn_1733,cust_161,7083.45,success,
txn_1734,cust_235,9891.78,success,
txn_1735,cust_481,12197.56,success,
txn_1736,cust_265,3892.3,success,
txn_1737,cust_320,7214.61,success,
txn_1738,cust_406,5695.5,success,
txn_1739,cust_490,2601.48,success,
txn_1740,cust_149,14347.4,failed,invalid_card
txn_1741,cust_207,14068.42,success,
txn_1742,cust_316,9143.03,success,
txn_1743,cust_179,10001.3,success,
txn_1744,cust_192,13111.05,success,
txn_1745,cust_272,11123.99,success,
txn_1746,cust_358,8644.36,success,
txn_1747,cust_341,14259.44,success,
txn_1748,cust_155,14449.89,success,
txn_1749,cust_275,5186.18,success,
txn_1750,cust_489,814.23,success,
txn_1751,cust_164,14522.36,success,
txn_1752,cust_212,1642.41,success,
txn_1753,cust_267,14817.41,success,
txn_1754,cust_481,12204.42,success,
txn_1755,cust_108,9292.29,success,
txn_1756,cust_364,7880.75,success,
txn_1757,cust_484,2221.8,success,
txn_1758,cust_432,10000.93,success,
txn_1759,cust_168,4495.24,success,
txn_1760,cust_377,7164.15,success,
txn_1761,cust_480,5926.97,success,
txn_1762,cust_321,6104.61,success,
txn_1763,cust_275,9071.3,failed,insufficient_balance
txn_1764,cust_133,3863.78,success,
txn_1765,cust_489,3557.29,failed,insufficient_balance
txn_1766,cust_158,948.49,success,
txn_1767,cust_310,14762.62,success,
txn_1768,cust_148,8293.74,success,
txn_1769,cust_406,2773.33,success,
txn_1770,cust_466,12225.22,success,
txn_1771,cust_228,1186.41,success,
txn_1772,cust_244,12300.73,success,
txn_1773,cust_109,11577.29,failed,suspected_fraud
txn_1774,cust_322,8615.15,success,
txn_1775,cust_318,10380.74,success,
txn_1776,cust_454,8945.43,success,
txn_1777,cust_236,2567.38,success,
txn_1778,cust_488,3268.92,failed,insufficient_balance
txn_1779,cust_144,2463.37,failed,insufficient_balance
txn_1780,cust_131,5902.47,failed,network_timeout
txn_1781,cust_448,13126.04,success,
txn_1782,cust_255,2592.51,success,
txn_1783,cust_375,13534.83,success,
txn_1784,cust_132,14375.2,failed,invalid_card
txn_1785,cust_358,14639.16,success,
txn_1786,cust_171,7321.13,success,
txn_1787,cust_258,9183.54,success,
txn_1788,cust_200,5977.02,failed,insufficient_balance
txn_1789,cust_166,1816.7,success,
txn_1790,cust_484,4179.21,failed,suspected_fraud
txn_1791,cust_238,14647.41,success,
txn_1792,cust_491,9498.91,success,
txn_1793,cust_320,9920.96,success,
txn_1794,cust_247,3738.14,success,
txn_1795,cust_204,11240.29,failed,insufficient_balance
txn_1796,cust_254,1455.41,success,
txn_1797,cust_130,10851.5,success,
txn_1798,cust_197,7173.26,success,
txn_1799,cust_350,4863.44,success,
txn_1800,cust_205,513.57,success,
txn_1801,cust_485,6584.24,success,
txn_1802,cust_319,1265.68,failed,invalid_card
txn_1803,cust_476,13061.79,success,
txn_1804,cust_139,3420.39,failed,suspected_fraud
txn_1805,cust_357,5042.76,success,
txn_1806,cust_382,512.76,success,
txn_1807,cust_341,11560.72,success,
txn_1808,cust_121,5196.57,success,
txn_1809,cust_248,515.92,failed,network_timeout
txn_1810,cust_327,6194.75,success,
txn_1811,cust_320,3960.9,success,
txn_1812,cust_313,4605.76,success,
txn_1813,cust_299,14722.08,success,
txn_1814,cust_324,803.74,success,
txn_1815,cust_317,9581.81,success,
txn_1816,cust_251,11734.9,success,
txn_1817,cust_421,12782.17,success,
txn_1818,cust_171,974.45,failed,suspected_fraud
txn_1819,cust_238,12840.66,success,
txn_1820,cust_347,11830.32,success,
txn_1821,cust_303,7870.95,success,
txn_1822,cust_161,2160.56,success,
txn_1823,cust_378,4342.74,success,
txn_1824,cust_202,5293.58,success,
txn_1825,cust_401,7773.74,success,
txn_1826,cust_190,8700.54,success,
txn_1827,cust_494,6546.56,success,
txn_1828,cust_262,3055.04,success,
txn_1829,cust_340,9021.06,success,
txn_1830,cust_271,2785.77,success,
txn_1831,cust_188,8017.24,success,
txn_1832,cust_201,8720.82,success,
txn_1833,cust_430,9800.02,success,
txn_1834,cust_379,5172.63,success,
txn_1835,cust_179,10288.9,success,
txn_1836,cust_354,6863.94,failed,invalid_card
txn_1837,cust_191,12561.97,success,
txn_1838,cust_443,10228.48,success,
txn_1839,cust_235,5562.31,success,
txn_1840,cust_462,1396.89,success,
txn_1841,cust_239,12514.31,success,
txn_1842,cust_139,3358.16,failed,invalid_card
txn_1843,cust_132,4659.49,success,
txn_1844,cust_100,10287.02,failed,network_timeout
txn_1845,cust_282,1630.5,success,
txn_1846,cust_423,8047.62,success,
txn_1847,cust_260,3143.01,success,
txn_1848,cust_257,11307.19,success,
txn_1849,cust_345,1462.59,failed,invalid_card
txn_1850,cust_366,9708.86,success,
txn_1851,cust_128,10137.22,success,
txn_1852,cust_446,11517.29,success,
txn_1853,cust_424,14333.49,success,
txn_1854,cust_238,11238.63,success,
txn_1855,cust_321,1432.21,success,
txn_1856,cust_123,10825.7,success,
txn_1857,cust_256,8891.25,failed,insufficient_balance
txn_1858,cust_295,6993.22,success,
txn_1859,cust_223,1547.16,success,
txn_1860,cust_310,9725.48,success,
txn_1861,cust_228,10733.56,success,
txn_1862,cust_219,10210.3,success,
txn_1863,cust_229,3486.69,success,
txn_1864,cust_477,2778.62,failed,invalid_card
txn_1865,cust_402,10902.23,success,
txn_1866,cust_246,2674.19,success,
txn_1867,cust_358,2215.14,success,
txn_1868,cust_142,2521.77,success,
txn_1869,cust_425,14792.17,success,
txn_1870,cust_182,7031.55,success,
txn_1871,cust_143,6268.04,success,
txn_1872,cust_193,9582.61,failed,suspected_fraud
txn_1873,cust_260,7473.51,failed,network_timeout
txn_1874,cust_112,8313.77,success,
txn_1875,cust_276,14833.0,success,
txn_1876,cust_261,12466.04,failed,insufficient_balance
txn_1877,cust_178,14487.57,success,
txn_1878,cust_472,3628.76,success,
txn_1879,cust_488,11501.24,success,
txn_1880,cust_285,14114.05,failed,network_timeout
txn_1881,cust_260,13162.98,success,
txn_1882,cust_161,10581.55,failed,insufficient_balance
txn_1883,cust_379,11754.33,failed,network_timeout
txn_1884,cust_366,14911.97,success,
txn_1885,cust_201,8810.48,success,
txn_1886,cust_494,5793.8,failed,suspected_fraud
txn_1887,cust_433,3628.34,success,
txn_1888,cust_196,7704.23,success,
txn_1889,cust_437,2678.62,success,
txn_1890,cust_431,11193.64,success,
txn_1891,cust_490,10866.72,success,
txn_1892,cust_399,10232.94,success,
txn_1893,cust_116,7365.46,success,
txn_1894,cust_241,10533.72,failed,invalid_card
txn_1895,cust_360,1920.66,success,
txn_1896,cust_469,6581.18,success,
txn_1897,cust_393,9118.48,success,
txn_1898,cust_232,3335.37,success,
txn_1899,cust_203,4733.89,success,
txn_1900,cust_170,4423.24,failed,suspected_fraud
txn_1901,cust_369,2357.59,failed,network_timeout
txn_1902,cust_264,10850.24,success,
txn_1903,cust_329,13195.27,success,
txn_1904,cust_500,3983.44,success,
txn_1905,cust_491,8433.72,success,
txn_1906,cust_207,13738.88,success,
txn_1907,cust_347,14296.91,failed,invalid_card
txn_1908,cust_387,674.99,failed,insufficient_balance
txn_1909,cust_143,9234.87,success,
txn_1910,cust_280,3693.54,success,
txn_1911,cust_206,10572.57,success,
txn_1912,cust_122,12275.86,success,
txn_1913,cust_230,11523.03,success,
txn_1914,cust_344,6901.53,success,
txn_1915,cust_275,12001.56,success,
txn_1916,cust_431,2506.51,success,
txn_1917,cust_146,5154.48,success,
txn_1918,cust_406,7080.8,success,
txn_1919,cust_129,1535.69,success,
txn_1920,cust_326,3012.75,success,
txn_1921,cust_460,9177.19,success,
txn_1922,cust_457,4797.12,success,
txn_1923,cust_207,7594.55,success,
txn_1924,cust_494,11372.26,failed,insufficient_balance
txn_1925,cust_413,13678.66,success,
txn_1926,cust_304,3857.1,success,
txn_1927,cust_283,12391.58,success,
txn_1928,cust_486,2301.22,failed,insufficient_balance
txn_1929,cust_462,13836.12,success,
txn_1930,cust_358,13653.0,success,
txn_1931,cust_312,6888.2,success,
txn_1932,cust_455,3947.9,success,
txn_1933,cust_384,3965.35,success,
txn_1934,cust_292,8148.76,success,
txn_1935,cust_261,11284.75,success,
txn_1936,cust_118,8135.89,failed,suspected_fraud
txn_1937,cust_494,6196.58,success,
txn_1938,cust_406,11478.39,success,
txn_1939,cust_457,8761.99,success,
txn_1940,cust_131,7133.08,success,
txn_1941,cust_192,649.33,success,
txn_1942,cust_412,5207.46,success,
txn_1943,cust_380,3850.73,success,
txn_1944,cust_140,2062.94,success,
txn_1945,cust_476,12039.68,success,
txn_1946,cust_397,13707.08,success,
txn_1947,cust_192,5999.61,success,
txn_1948,cust_167,5873.92,success,
txn_1949,cust_497,11011.43,success,
txn_1950,cust_241,6168.37,success,
txn_1951,cust_295,14864.1,success,
txn_1952,cust_314,6670.11,success,
txn_1953,cust_297,14888.56,success,
txn_1954,cust_393,610.85,success,
txn_1955,cust_472,6794.92,success,
txn_1956,cust_170,8758.14,success,
txn_1957,cust_149,12850.7,success,
txn_1958,cust_332,1155.79,success,
txn_1959,cust_168,11331.38,success,
txn_1960,cust_406,1184.19,success,
txn_1961,cust_226,5971.41,success,
txn_1962,cust_409,13984.69,failed,invalid_card
txn_1963,cust_348,13097.98,success,
txn_1964,cust_116,8632.27,success,
txn_1965,cust_219,623.13,success,
txn_1966,cust_443,12383.34,success,
txn_1967,cust_282,1729.38,success,
txn_1968,cust_267,3753.21,success,
txn_1969,cust_395,2153.0,failed,network_timeout
txn_1970,cust_158,3266.73,success,
txn_1971,cust_260,12105.0,success,
txn_1972,cust_278,3229.2,success,
txn_1973,cust_281,6071.33,success,
txn_1974,cust_173,2247.09,success,
txn_1975,cust_148,9811.81,success,
txn_1976,cust_146,2875.23,success,
txn_1977,cust_250,12778.93,failed,suspected_fraud
txn_1978,cust_171,7649.1,success,
txn_1979,cust_119,4476.14,success,
txn_1980,cust_440,2245.6,success,
txn_1981,cust_281,12847.21,success,
txn_1982,cust_154,1970.25,success,
txn_1983,cust_499,629.86,success,
txn_1984,cust_370,8518.48,success,
txn_1985,cust_146,6104.83,failed,invalid_card
txn_1986,cust_137,11212.81,success,
txn_1987,cust_244,11140.07,success,
txn_1988,cust_106,3208.27,success,
txn_1989,cust_222,7859.21,success,
txn_1990,cust_493,12222.67,success,
txn_1991,cust_292,12019.81,success,
txn_1992,cust_337,13519.53,success,
txn_1993,cust_366,14458.15,failed,suspected_fraud
txn_1994,cust_235,13621.91,success,
txn_1995,cust_455,14010.88,success,
txn_1996,cust_220,13714.08,success,
txn_1997,cust_275,8398.93,success,
txn_1998,cust_151,14573.14,success,
txn_1999,cust_454,3799.19,failed,invalid_card
